Rank	Taxonpath	Taxon	S675S.DA01r3	S07.18SX07	S45.18SX62	S20.18SX20	S676S.DA01r4	S10.18SX10	S23.18SX23	S677S.DA01r5	S770S.DA013III	S186SBLEX2	S44.18SX61	S39.18SX56	S771S.DA013IV	S192SBLPCR	S122S75.79	S688S.DA01	S22.18SX22	S15.18SX15	S126S60.64	S109S65.67	S42.18SX59	S113S27	S687S.DA01	S679S.DA01r7	S768S.DA013I	S115S29	S108S65.69	S38.18SX55	S27.18SX21.24	S02.18SX02	S812S.BLEX14	S686S.DA01	S674S.DA01r2	S680S.DA01r8	S03.18SX03	S112S26	S40.18SX57	S26.18SX11.20	S133S80.82	S46.18SX63	S120S45.49	S118S35.39	S683S.DA01	S13.18SX13	S110S65.67	S128S60.62	S43.18SX60	S678S.DA01r6	S111S25	S123S75.79	S09.18SX09	S18.18SX18	S19.18SX19	S12.18SX12	S119S40.44	S189SMOCK	S189SBLEX4	S06.18SX06	S125S75.77	S767S.DA012IV	S689S.DA01	S17.18SX17	S124S75.77	S129S60.62	S01.18SX01	S127S60.64	S47.18SX64	S121S50.54	S04.18SX04	S25.18SX1.10	S08.18SX08	S21.18SX21	S766S.DA011IV	S107S65.69	S41.18SX58	S11.18SX11	S114S28	S16.18SX16	S682S.DA01r10	S14.18SX14	S732S.BLANK	S813S.BLANK	S769S.DA013II	S681S.DA01r9	S811S.BLEX14	S132S80.82	S48.18SBlank	S116S25.29	S130S80.84	S05.18SX05	S117S30.34	S24.18SX24	S131S80.84	S673S.DA01r1
class	Main genome;Eukaryota;Excavata;Metamonada;Fornicata;Carpediomonas-like organisms	Carpediomonas-like organisms	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta;Magnoliophyta	Magnoliophyta	0	0	1	0	0	0	0	1	0	0	1	1	0	0	2	1	0	0	1	1	0	0	1	1	2	0	1	1	0	0	0	2	0	0	1	0	2	0	2	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	1	1
class	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta;Pinophyta	Pinophyta	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	2	0	4	1	0	0	2	0	0	0	2	0	2	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta;Amb-18S-533	Amb-18S-533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Trebouxiophyceae	Trebouxiophyceae	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	2	2	0	0	2	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	2	2	0	0	1	0	2	0	0	0	0	1	0	1	0	2	0	2	0	0	0	1	0	0	1	0	1	1	0	1	0	2	1
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Ulvophyceae	Ulvophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Mamiellophyceae	Mamiellophyceae	14	21	11	5	14	21	8	15	20	0	13	11	13	0	20	21	6	11	21	24	10	23	23	14	26	20	12	18	3	19	0	24	16	16	21	25	13	11	23	15	29	23	18	9	24	16	14	14	23	22	18	8	10	6	27	0	0	19	20	22	19	8	23	15	17	18	17	32	26	24	22	2	27	27	16	15	22	9	16	7	0	0	24	14	0	22	0	26	19	23	26	5	20	13
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Prasinophytae	Prasinophytae	12	21	12	5	11	17	8	11	21	0	13	12	18	1	18	18	6	6	19	20	12	21	18	13	18	20	15	13	5	19	0	21	16	15	19	17	11	12	19	12	21	22	20	9	18	17	13	12	19	17	17	9	3	9	22	0	0	19	18	21	18	9	19	13	14	17	12	22	18	20	19	8	19	22	12	8	17	10	12	11	0	0	18	11	0	19	0	23	22	18	22	4	18	12
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Clade VII	Clade VII	3	2	2	2	2	3	0	3	2	0	2	2	2	0	3	2	2	1	2	2	1	2	4	2	3	3	3	1	1	2	0	2	2	3	2	2	3	1	2	1	4	3	2	1	3	2	2	1	3	2	1	1	0	1	2	0	0	2	1	1	3	0	1	2	2	1	1	2	5	1	3	1	1	3	2	1	3	2	1	2	0	0	2	3	0	2	0	2	2	2	3	0	2	1
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Nephroselmidophyceae	Nephroselmidophyceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta;Clade IX	Clade IX	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Streptophyta;Monilophyta	Monilophyta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	0
class	Main genome;Eukaryota;Archaeplastida;Plantae;Zygnematophyceae phylum incertae sedis;Zygnematophyceae	Zygnematophyceae	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
class	Main genome;Eukaryota;Archaeplastida;Rhodophyceae;Rhodellophyceae phylum incertae sedis;Rhodellophyceae	Rhodellophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
class	Main genome;Eukaryota;Archaeplastida;Glaucophyta kingdom incertae sedis;Glaucophyta phylum incertae sedis;Glaucophyta	Glaucophyta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Novel Apicomplexa Class 2	Novel Apicomplexa Class 2	6	5	5	3	4	5	5	6	7	0	6	4	10	0	11	9	1	3	10	7	3	6	5	6	12	8	6	6	0	5	0	9	7	7	6	10	5	4	9	6	9	10	7	2	5	11	8	7	12	12	3	4	1	4	12	0	0	3	13	11	6	3	10	10	5	7	4	11	6	9	4	2	5	11	7	5	6	4	6	2	0	0	10	6	0	11	0	9	10	8	8	2	9	5
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Novel Apicomplexa Class 1	Novel Apicomplexa Class 1	3	5	7	2	3	1	0	4	2	0	6	5	2	0	4	4	1	4	13	5	4	2	1	0	1	3	4	4	2	5	0	5	5	4	3	6	6	1	1	5	2	6	5	4	2	10	8	6	5	6	5	2	4	1	7	0	0	6	6	3	3	2	4	3	2	5	5	7	2	4	6	1	6	6	5	0	3	1	1	0	0	0	1	2	0	1	0	8	2	2	6	1	8	4
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Gregarinasina	Gregarinasina	10	9	6	5	9	6	6	9	12	0	14	10	16	0	21	17	7	6	22	16	13	12	15	13	16	15	11	10	10	12	0	19	10	12	9	14	19	9	16	12	22	16	15	3	10	17	13	10	14	25	12	5	7	9	20	1	0	8	17	23	16	9	20	14	6	14	12	25	13	11	14	12	13	18	8	4	11	4	11	8	0	0	18	12	0	13	0	25	15	14	18	9	23	10
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Cryptosporida	Cryptosporida	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa;Coccidia	Coccidia	18	18	13	8	14	18	4	19	14	0	15	20	19	0	23	23	9	10	25	23	8	23	21	16	17	22	21	17	3	20	0	22	19	13	26	21	14	5	20	11	24	20	17	9	21	24	16	17	20	18	18	5	5	12	40	1	2	18	22	24	18	10	20	16	17	18	21	27	19	22	25	12	23	28	15	11	37	7	13	11	0	0	15	18	0	23	0	35	27	25	27	11	23	18
class	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae	Dinophyceae	51	49	53	28	47	42	48	52	65	3	51	50	63	4	84	57	40	31	85	66	45	55	58	46	68	56	56	40	48	45	1	75	49	48	53	56	49	42	76	39	79	65	70	29	51	77	57	50	53	83	52	27	23	28	80	8	2	47	79	66	56	31	83	71	41	63	40	80	43	67	51	37	59	73	50	29	53	36	46	30	0	0	66	58	0	73	2	72	71	51	65	40	74	46
class	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinoflagellata incertae sedis	Dinoflagellata incertae sedis	4	2	3	2	4	3	2	5	3	0	3	1	5	0	3	2	3	2	4	3	3	3	3	3	3	3	2	2	2	3	0	3	5	4	2	3	3	4	4	2	7	4	3	2	3	4	3	3	2	3	1	3	4	1	4	1	0	2	3	3	3	3	3	4	1	4	3	4	3	3	2	2	4	3	4	1	2	1	4	1	0	0	4	4	0	5	0	3	3	1	3	3	3	2
class	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales class incertae sedis	Noctilucales class incertae sedis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Spirotrichea	Spirotrichea	24	11	26	13	23	13	15	24	32	1	22	15	37	2	83	17	15	13	39	23	19	29	16	23	48	25	21	17	14	12	0	22	26	21	13	29	23	16	71	24	37	40	29	22	17	34	22	29	32	80	15	10	17	14	30	4	0	20	79	33	14	11	87	29	12	24	27	42	12	22	17	16	18	20	23	12	34	15	22	15	0	0	35	27	0	61	3	40	66	14	40	19	79	21
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Heterotrichea	Heterotrichea	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Oligohymenophorea	Oligohymenophorea	10	8	12	6	7	6	5	10	11	1	7	8	19	1	42	6	5	5	12	8	9	15	5	11	15	14	6	9	3	5	0	6	10	14	4	13	13	6	34	9	12	12	11	4	3	13	14	6	14	29	2	1	10	7	12	0	0	1	29	15	3	6	30	8	4	16	10	13	7	7	4	4	6	6	9	2	14	5	7	6	0	0	12	9	0	26	0	13	25	4	16	3	33	10
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Prostomatea	Prostomatea	2	2	2	2	3	3	3	2	1	0	3	3	4	1	6	3	2	2	3	2	3	2	3	2	3	1	2	2	4	2	0	3	2	2	2	2	2	3	4	2	3	3	3	2	2	3	2	2	2	5	1	2	1	3	2	1	1	2	6	2	3	2	5	3	2	1	2	3	2	4	3	3	1	3	2	3	3	2	2	1	0	0	3	2	0	3	1	3	4	2	1	3	5	2
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Colpodea	Colpodea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Phyllopharyngea	Phyllopharyngea	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;Nassophorea	Nassophorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Alveolata;Ciliophora;IN2411	IN2411	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1
class	Main genome;Eukaryota;SAR;Alveolata;Chromerida;Chromera class incertae sedis	Chromera class incertae sedis	1	1	3	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	2	1	1	1	0	1	1	1	1	0	0	0	0	1	2	1	0	1	1	0	3	2	1	1	1	1	1	2	1	0	3	2	1	0	0	0	1	0	0	0	1	2	0	0	1	1	1	2	2	2	0	0	0	0	0	1	1	2	2	1	2	0	0	0	1	1	0	3	0	1	3	0	1	0	1	1
class	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis;Syndiniales	Syndiniales	23	27	20	15	31	25	11	28	37	1	26	23	29	2	44	46	19	19	44	32	26	32	30	22	43	38	31	21	15	23	0	45	25	32	33	36	22	18	37	25	41	33	24	12	33	39	28	20	35	38	36	18	14	13	46	1	0	24	29	34	29	21	37	26	25	29	26	47	24	26	24	18	28	31	27	14	35	11	25	14	0	0	41	30	0	36	0	34	39	25	39	20	38	30
class	Main genome;Eukaryota;SAR;Alveolata;Perkinsidae phylum incertae sedis;Perkinsidae class incertae sedis	Perkinsidae class incertae sedis	11	11	14	3	9	6	8	9	19	0	10	13	25	0	37	13	6	8	24	11	10	15	13	13	21	13	6	9	5	10	0	15	12	13	13	15	16	5	23	12	18	23	16	8	8	18	11	11	13	27	9	3	4	4	17	0	0	10	22	17	7	7	36	15	7	17	11	32	8	9	11	4	10	16	13	5	16	7	10	9	0	0	16	13	0	29	0	18	31	11	23	6	26	11
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;RM2-SGM58	RM2-SGM58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta	Chlorarachniophyta	1	0	0	0	4	1	0	1	4	0	1	1	1	0	8	1	1	3	4	3	1	2	1	1	4	1	1	1	1	2	0	1	3	1	1	2	3	3	4	1	3	2	3	0	1	4	3	1	3	8	0	0	2	0	4	0	0	1	5	3	0	1	7	3	1	1	2	6	0	1	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	5	0	3	8	0	1	0	4	2
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Granofilosea	Granofilosea	1	1	2	1	1	1	0	4	2	0	2	3	2	0	11	2	2	1	5	2	2	2	1	0	2	5	1	1	2	0	0	2	2	1	1	3	2	2	7	3	4	5	3	0	1	4	3	2	3	9	1	1	2	1	4	0	0	1	11	3	1	1	9	3	0	2	1	8	1	2	1	1	0	2	2	1	3	1	3	0	0	0	2	0	0	7	0	4	7	1	6	2	6	2
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea	Phytomyxea	27	26	29	24	25	25	25	26	24	0	27	34	27	0	36	29	23	23	33	30	31	23	26	24	24	26	32	31	26	28	0	32	30	28	26	22	29	23	26	30	29	28	29	27	30	32	31	29	26	24	26	23	26	24	33	1	0	31	31	18	26	27	32	24	21	27	30	26	22	29	24	21	27	35	28	21	23	28	22	26	0	0	26	23	0	15	3	28	23	27	25	27	37	25
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea	Imbricatea	80	74	76	44	78	72	54	81	94	3	80	74	94	5	175	91	56	44	146	100	79	89	88	77	121	89	77	60	53	61	1	108	71	80	75	96	88	57	128	67	120	120	97	46	72	129	92	73	83	143	70	43	34	39	128	10	6	75	143	105	81	44	153	89	62	104	85	138	68	85	71	52	82	106	70	52	108	46	88	57	0	1	105	86	0	153	5	125	182	75	121	56	159	79
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercozoa incertae sedis	Cercozoa incertae sedis	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea	Thecofilosea	56	46	46	34	45	52	36	61	53	4	52	52	52	11	71	54	40	33	65	60	37	49	51	49	64	57	48	41	38	38	1	63	49	47	52	50	46	35	65	44	71	63	59	34	50	65	45	54	49	68	43	27	31	31	66	7	4	50	65	57	41	32	68	55	38	53	40	79	40	54	41	36	46	72	50	33	52	33	48	33	0	0	57	56	1	63	9	77	70	46	63	35	65	49
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;JJP-2003	JJP-2003	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Basal Group T	Basal Group T	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;7-2.3	7-2.3	0	0	2	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-4	Novel Clade Gran-4	3	0	0	0	2	2	1	3	1	0	2	0	2	0	12	2	0	1	5	1	1	3	1	4	2	3	0	0	0	0	0	2	1	3	0	0	0	0	11	1	5	3	2	1	0	7	1	1	3	7	0	1	1	0	3	0	0	0	6	2	0	0	12	1	1	4	0	2	0	0	0	0	0	1	1	1	1	1	2	0	0	0	1	2	0	12	0	4	10	0	3	1	10	3
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Metromonadea	Metromonadea	4	0	8	0	4	5	2	7	7	0	6	4	6	0	16	3	6	1	8	5	6	8	1	5	6	4	2	6	2	4	0	3	5	3	1	5	5	3	10	2	9	8	4	2	5	7	7	7	11	18	1	2	3	3	10	0	0	1	14	8	2	5	17	5	2	5	9	9	3	1	3	1	4	5	5	1	11	2	5	5	0	0	5	10	0	14	0	10	18	4	9	2	27	4
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 2	Novel Clade 2	23	18	18	11	22	21	19	24	29	0	24	22	25	0	44	28	15	11	38	34	19	29	33	20	45	31	27	19	13	24	0	35	21	19	25	32	20	16	38	20	41	38	28	15	25	32	22	19	30	40	26	11	9	9	39	0	0	27	35	37	26	11	43	26	24	27	22	46	23	24	22	12	24	38	20	14	30	15	21	10	0	0	31	18	0	39	1	40	44	28	39	19	36	21
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 12	Novel Clade 12	4	1	1	0	4	1	0	6	3	0	2	2	0	0	5	1	1	0	4	1	1	1	1	1	5	2	0	0	0	0	0	1	0	3	2	4	3	1	3	2	2	3	3	1	1	3	0	4	4	2	4	0	1	1	1	0	0	2	4	5	0	0	6	2	0	2	2	3	1	1	3	0	1	3	3	1	3	0	3	0	0	0	5	2	0	3	0	2	3	1	5	0	5	2
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;7-5.4	7-5.4	5	2	3	1	2	4	1	3	4	0	4	1	4	0	8	4	1	2	4	4	3	4	4	3	3	2	4	4	0	3	0	7	4	3	3	1	4	1	4	2	4	3	4	2	4	4	2	4	3	6	5	2	2	2	5	0	0	3	4	5	4	1	7	4	4	3	1	4	4	3	6	0	4	5	3	2	7	2	2	0	0	0	6	3	0	4	0	5	4	3	4	2	3	2
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;N-Por	N-Por	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	2	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;CCW10	CCW10	14	15	20	9	16	14	13	22	17	2	15	15	17	2	31	16	10	9	29	23	15	19	17	17	21	18	25	16	10	16	0	22	22	14	16	22	13	9	27	18	26	24	26	10	18	22	18	16	21	26	22	10	9	13	21	1	2	14	23	21	17	7	33	20	15	18	19	25	20	22	18	9	14	24	18	11	18	9	19	10	0	0	22	18	0	27	2	25	29	18	22	11	29	24
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-3	Novel Clade Gran-3	1	0	0	0	1	0	0	1	1	0	0	2	3	0	10	1	0	1	8	3	0	1	0	1	4	1	0	0	0	0	0	1	0	1	0	2	0	0	6	2	6	1	1	1	2	5	1	0	3	9	1	1	1	0	2	0	0	1	10	0	0	0	8	3	2	2	1	3	0	2	1	1	1	3	1	1	3	0	0	0	0	0	2	1	0	10	0	0	9	1	3	1	12	2
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 10	Novel Clade 10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-6	Novel Clade Gran-6	0	0	0	1	1	0	0	0	0	0	1	0	0	0	5	0	0	0	2	0	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	1	0	0	1	3	0	0	1	1	2	0	0	0	3	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	2	1
class	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 4	Novel Clade 4	1	0	1	0	1	0	1	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	2	1
